Sistema;Emisión;Comprobante;Código;Descripción;Debe;Haber;Observaciones
2;30/9/2023;FACA-02172-01019982-510;908;YPF S A;307,22;0;
2;19/10/2023;NCA-00253-00011725-570;1;ATANOR S.C.A.;0;238.711,80;
2;10/10/2023;Tickt-00000-00076435-519;1151;PETRINI VALORES SA;2.450,18;0;GASTOS PAGARE PETRINI USD140.000
2;10/10/2023;Tickt-00000-00076437-519;1151;PETRINI VALORES SA;875,06;0;umv021040056
2;10/10/2023;Tickt-00000-00076438-519;1151;PETRINI VALORES SA;875,06;0;umv021040055
2;1/11/2023;FACA-05010-00011160-510;295;CARGILL S.A.C.E.I.;3.927,00;0;
2;8/11/2023;FACA-05010-00011203-510;295;CARGILL S.A.C.E.I.;3.391,50;0;
2;9/11/2023;NCA-05010-00007393-570;295;CARGILL S.A.C.E.I.;0;3.909,50;
2;7/11/2023;FACA-00674-00041349-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;11.261,84;0;
2;8/11/2023;FACA-00674-00041397-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;677,34;0;
2;8/11/2023;FACA-00674-00041396-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;1.375,19;0;
2;10/11/2023;FACA-00619-00004715-510;1399;DINOSAURIO S.A.;998,06;0;Cambio de hotel por falta de disponibilidad en el hotel Laplace. Solo había alojamiento en el Laplace el día lunes
2;9/11/2023;FACA-00674-00041594-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;199,86;0;
2;13/11/2023;NCA-05010-00007406-570;295;CARGILL S.A.C.E.I.;0;3.374,00;
2;15/11/2023;NDA-00529-00012599-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;518.098,11;0;
2;15/11/2023;NDA-00529-00012598-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;490.793,21;0;
2;15/11/2023;NDA-00529-00012597-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;99.218,65;0;
2;15/11/2023;NDA-00529-00012596-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;287.610,06;0;
2;15/11/2023;NDA-00529-00012595-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;278.357,04;0;
2;15/11/2023;NDA-00529-00012594-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;190.021,43;0;
2;15/11/2023;FACA-00674-00042152-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;216,93;0;
2;15/11/2023;NDA-00529-00012593-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;77.080,00;0;
2;17/11/2023;FACA-00674-00042452-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;607,6;0;
2;2/11/2023;DIM-23001IC04185329U-516;8887;ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS;118.839,52;0;
2;24/11/2023;FACA-00674-00043003-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;427,08;0;
2;23/11/2023;FACA-00094-00334006-510;1546;MERCK S A;784;0;.
2;7/11/2023;DIM-23001IC06022562L-516;8887;ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS;58.382,68;0;
2;28/11/2023;FACA-00674-00043236-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;267,14;0;
2;29/11/2023;NDA-01064-00024982-520;2;CHEMOTECNICA S.A.;3.680,20;0;
2;29/11/2023;NDA-01064-00024981-520;2;CHEMOTECNICA S.A.;2.246,95;0;
2;29/11/2023;NDA-01064-00024980-520;2;CHEMOTECNICA S.A.;1.110,92;0;
2;29/11/2023;NDA-01064-00024979-520;2;CHEMOTECNICA S.A.;3.360,95;0;
2;29/11/2023;NDA-01064-00024983-520;2;CHEMOTECNICA S.A.;140,71;0;
2;29/11/2023;NDA-01064-00024978-520;2;CHEMOTECNICA S.A.;3.415,69;0;
2;29/11/2023;NDA-01064-00024977-520;2;CHEMOTECNICA S.A.;1.918,68;0;
2;29/11/2023;NDA-01064-00024976-520;2;CHEMOTECNICA S.A.;1.397,33;0;
2;29/11/2023;NDA-01064-00024975-520;2;CHEMOTECNICA S.A.;2.082,11;0;
2;29/11/2023;NDA-01064-00024974-520;2;CHEMOTECNICA S.A.;1.931,38;0;
2;17/11/2023;FACA-06364-07923914-510;29;TELECOM ARGENTINA S.A.;129,88;0;.
2;29/11/2023;DIM-23001IC04202281H-516;8887;ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS;207.654,39;0;
2;4/12/2023;NCA-00254-00018213-570;1;ATANOR S.C.A.;0;7.690,44;Modificación TC de $208,30 A $350 - Adjunto respuesta del proveedor 
2;5/12/2023;NCA-00674-00031636-570;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;0;2,1;
2;4/12/2023;FACA-00674-00043707-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;2,1;0;
2;1/12/2023;NDA-00529-00012767-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;63.203,16;0;
2;30/11/2023;NDA-00529-00012740-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;408.667,01;0;
2;4/12/2023;FACA-00529-00017364-510;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;7.081,17;0;
2;5/12/2023;FACA-00674-00043973-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;759,41;0;
2;13/11/2023;FACA-00380-00008291-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;368.931,29;0;
2;29/11/2023;FACA-00380-00009455-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;399.217,56;0;
2;28/11/2023;FACA-00380-00009231-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;313.529,06;0;
2;14/11/2023;FACA-00380-00008349-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;289.849,59;0;
2;21/11/2023;FACA-00380-00008719-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;372.914,64;0;
2;15/11/2023;FACA-02172-01072303-510;908;YPF S A;8.774,31;0;
2;30/11/2023;FACA-02172-01085298-510;908;YPF S A;4.943,26;0;
2;12/12/2023;FACA-00253-00118575-510;1;ATANOR S.C.A.;58.751,00;0;
2;18/12/2023;FACA-00674-00045117-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;36.021,19;0;
2;18/12/2023;FACA-00674-00045118-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;1.552,33;0;
2;18/12/2023;FACA-00674-00045116-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;2.576,70;0;
2;15/12/2023;NCA-00301-00004552-570;249;SYNGENTA AGRO SOCIEDAD ANONIMA;0;22.319,19;
2;19/12/2023;FACA-00200-00012191-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;167.911,95;0;
2;14/12/2023;FACA-00380-00010082-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;3.096.086,48;0;
2;14/12/2023;FACA-00380-00010112-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;1.575.853,50;0;
2;5/12/2023;FACA-00301-00040289-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;92.207,28;0;
2;5/12/2023;FACA-00301-00040290-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;17.778,17;0;
2;5/12/2023;FACA-00301-00040314-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;274.762,47;0;
2;5/12/2023;FACA-00301-00040315-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;238.357,99;0;
2;21/12/2023;FACA-00253-00119076-510;1;ATANOR S.C.A.;1.480.366,08;0;
2;21/12/2023;FACA-00253-00119077-510;1;ATANOR S.C.A.;1.480.366,08;0;
2;21/12/2023;FACA-00253-00119078-510;1;ATANOR S.C.A.;1.480.366,08;0;
2;21/12/2023;FACA-00253-00119081-510;1;ATANOR S.C.A.;701.340,77;0;
2;21/12/2023;FACA-00253-00119080-510;1;ATANOR S.C.A.;1.480.366,08;0;
2;21/12/2023;FACA-00253-00119079-510;1;ATANOR S.C.A.;1.480.366,08;0;
2;15/12/2023;FACA-02172-01104002-510;908;YPF S A;13.164,54;0;
2;21/12/2023;FACA-00674-00045903-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;1.075,50;0;
2;21/12/2023;FACA-00301-00041137-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;220.438,84;0;
2;21/12/2023;FACA-00301-00041138-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;25.935,40;0;
2;21/12/2023;FACA-00301-00041139-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;7.265,45;0;
2;21/12/2023;FACA-00301-00041155-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;121.889,14;0;
2;21/12/2023;FACA-00301-00041156-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;155.604,36;0;
2;20/12/2023;FACA-00380-00010841-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;1.149.685,13;0;
2;21/12/2023;FACA-00380-00010854-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;1.385.956,54;0;
2;26/12/2023;FACA-00380-00011151-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;138.722,80;0;
2;26/12/2023;FACA-00380-00011152-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;4.602.341,11;0;
2;26/12/2023;FACA-00380-00011153-510;249;SYNGENTA AGRO SOCIEDAD ANONIMA;404.837,53;0;
2;17/12/2023;FACA-06364-07989354-510;29;TELECOM ARGENTINA S.A.;151,94;0;.
2;27/12/2023;NCA-00380-00013512-570;249;SYNGENTA AGRO SOCIEDAD ANONIMA;0;92.192,67;
2;27/12/2023;NCA-00380-00013510-570;249;SYNGENTA AGRO SOCIEDAD ANONIMA;0;71.956,50;
2;27/12/2023;NCA-00380-00013511-570;249;SYNGENTA AGRO SOCIEDAD ANONIMA;0;71.753,75;
2;27/12/2023;NCA-00380-00013513-570;249;SYNGENTA AGRO SOCIEDAD ANONIMA;0;7.910,00;
2;28/12/2023;NDA-00254-00095358-520;1;ATANOR S.C.A.;1.713.801,90;0;
2;8/1/2024;NDA-01064-00025151-520;2;CHEMOTECNICA S.A.;114.422,43;0;
2;8/1/2024;NDA-01064-00025152-520;2;CHEMOTECNICA S.A.;709,77;0;
2;8/1/2024;NDA-01064-00025150-520;2;CHEMOTECNICA S.A.;57.200,31;0;
2;4/1/2024;FACA-00674-00047642-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;5.015,03;0;
2;3/1/2024;FACA-00674-00047492-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;2.914,14;0;
2;31/12/2023;FACA-02172-01116328-510;908;YPF S A;6.163,45;0;
2;5/1/2024;FACA-00200-00012375-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;4.226,25;0;
2;12/1/2024;FACA-00674-00049139-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;421,2;0;
2;17/1/2024;FACA-00619-00005040-510;1399;DINOSAURIO S.A.;461,1;0;
2;17/1/2024;FACA-00619-00005050-510;1399;DINOSAURIO S.A.;184,25;0;Sala de reunión para Gustavo Uchima, Belen Igarzabal y David Felipe
2;2/1/2024;DIM-24001IC04000289M-516;8887;ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS;647.099,55;0;
2;16/1/2024;FACA-00200-00012479-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;18.711,84;0;
2;17/1/2024;FACA-00200-00012494-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;4.226,25;0;
2;18/1/2024;FACA-00200-00012567-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;174.386,36;0;
2;22/1/2024;NDA-00529-00013190-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;328.975,10;0;
2;15/1/2024;FACA-02172-01136449-510;908;YPF S A;11.590,08;0;
2;9/1/2024;NDA-00529-00013131-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;2.251.047,94;0;
2;15/1/2024;NDA-00529-00013156-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;253.593,37;0;
2;15/1/2024;NDA-00529-00013157-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;1.308.823,45;0;
2;16/1/2024;NDA-00529-00013159-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;8.207,54;0;
2;16/1/2024;NDA-00529-00013160-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;1.204.007,73;0;
2;22/1/2024;NDA-00529-00013188-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;2.908.991,26;0;
2;22/1/2024;NDA-00529-00013189-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;1.036.673,43;0;
2;23/1/2024;FACA-00674-00050258-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;10.588,05;0;
2;23/1/2024;FACA-00674-00050259-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;84.704,40;0;
2;25/1/2024;NDA-00529-00013238-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;165.176,46;0;
2;25/1/2024;NDA-00529-00013237-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;355.880,30;0;saldo pendiente de pago 5.385.655,26
2;25/1/2024;NDA-00529-00013236-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;964.630,50;0;
2;12/1/2024;FACA-00200-00012404-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;5.247,81;0;
2;12/1/2024;FACA-00200-00012403-510;666;VOLVO TRUCKS Y BUSES ARG. S.A.;1.484,69;0;
2;30/1/2024;FACA-00674-00051326-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;11.886,28;0;
2;30/1/2024;FACA-00674-00051231-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;34.713,99;0;
2;30/1/2024;FACA-00674-00051230-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;74.167,41;0;
2;30/1/2024;FACA-00674-00051232-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;9.447,22;0;
2;31/1/2024;FACA-00674-00051417-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;13.909,29;0;
2;31/1/2024;NDA-01064-00025381-520;2;CHEMOTECNICA S.A.;18.387,65;0;
2;17/1/2024;NDA-00529-00013164-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;2.041.776,79;0;
2;17/1/2024;NDA-00529-00013165-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;240.352,98;0;
2;16/1/2024;NDA-00529-00013161-520;251;CORTEVA AGRISCIENCE ARGENTINA S.R.L.;264.282,71;0;
2;17/1/2024;FACA-06364-08055967-510;29;TELECOM ARGENTINA S.A.;270,88;0;.
2;2/2/2024;FACA-00674-00051996-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;715,17;0;
2;2/2/2024;FACA-00674-00051857-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;24.371,57;0;
2;2/2/2024;FACA-00674-00051967-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;6.137,19;0;
2;7/2/2024;FACA-00674-00052359-510;235;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LT;2.229,07;0;
2;31/1/2024;FACA-02172-01148448-510;908;YPF S A;9.463,92;0;NO FIGURA LA TABLA DE LOS PORCENTAJES PARA DISTRIBUIR GASTO DE COMB DE CVADA SECTOR. LLEVE A C.C. LOGISTICA
2;17/2/2024;FACA-00102-00184367-510;5000;CARTOCOR S.A;33.977,28;0;
2;17/2/2024;FACA-00102-00184366-510;5000;CARTOCOR S.A;140.984,48;0;
2;17/2/2024;FACA-00102-00184365-510;5000;CARTOCOR S.A;3.203,44;0;
2;16/2/2024;FACA-00102-00184311-510;5000;CARTOCOR S.A;139.786,56;0;
2;16/2/2024;FACA-00102-00184312-510;5000;CARTOCOR S.A;81.545,47;0;
2;15/2/2024;FACA-02172-01169120-510;908;YPF S A;15.637,37;0;
2;22/2/2024;FACA-00102-00184720-510;5000;CARTOCOR S.A;86.642,06;0;
2;17/2/2024;FACA-06364-08121345-510;29;TELECOM ARGENTINA S.A.;338,11;0;.
4;1/6/2023;Asiento contable ID#3051;0;;0;160,89;
4;30/5/2023;Asiento contable ID#3212;0;;4.602,48;0;
4;1/6/2023;Asiento contable ID#3334;0;apertura patrimonial;177,87;0;
4;31/7/2023;Asiento contable ID#3340;0;;0;3.584.317,19;
4;31/8/2023;Asiento contable ID#3592;0;;0;4.144.136,62;
4;1/6/2023;Asiento contable ID#3051;0;;0;18.219,83;
4;30/6/2023;Asiento contable ID#3627;0;;71,69;0;
4;30/9/2023;Asiento contable ID#3875;0;;0;1.779.117,57;
4;31/10/2023;Asiento contable ID#4143;0;;74.829,44;0;
4;30/11/2023;Asiento contable ID#4309;0;;0;4.577.085,96;
4;31/12/2023;Asiento contable ID#4547;0;;0;24.165.967,10;
5;1/6/2023;Movimiento ID#23539 Nro: #NA-90;0;Gastos Bancarios;18.219,83;0;
5;1/6/2023;Movimiento ID#24839 Nro: #NA-284;0;sirtac;263,65;0;
5;1/8/2023;Movimiento ID#27690 Nro: #NA-1704;0;HSBC;56.154,99;0;
5;1/10/2023;Movimiento ID#32010 Nro: #NA-1944;0;Gastos Bancarios;26.722,52;0;
5;12/10/2023;Movimiento ID#32812 Nro: #NA-3;0;Certificado Nro: 1200000017197;4.169,60;0;
